13330 13841
313 8906 8395
313 8908 8397
313 9081 8570
313 9208 8697
313 10549 10038
313 10727 10216
313 11003 10492
313 11036 10525
313 11097 10586
313 11532 11021
313 11551 11040
313 11566 11055
313 11883 11372
313 12342 11831
313 12348 11837
313 12352 11841
313 12354 11843
313 12697 12186
313 12888 12377
313 13146 12635
313 13300 12789
314 846 335
314 1343 832
314 1391 880
314 1711 1200
314 1806 1295
314 2020 1509
314 2521 2010
314 2801 2290
314 3019 2508
314 3124 2613
314 3132 2621
314 3137 2626
314 3138 2627
314 3140 2629
314 3145 2634
314 3149 2638
314 3441 2930
314 3496 2985
314 3664 3153
314 3758 3247
314 3825 3314
314 5146 4635
314 5384 4873
314 5527 5016
314 6684 6173
314 6951 6440
314 7718 7207
314 8194 7683
314 8288 7777
314 8471 7960
314 9209 8698
314 9366 8855
314 10256 9745
314 10305 9794
314 10308 9797
314 10321 9810
314 10361 9850
314 10362 9851
314 11951 11440
314 12071 11560
314 12075 11564
314 12080 11569
314 12081 11570
314 12082 11571
314 12200 11689
314 12245 11734
314 12343 11832
314 12493 11982
314 12821 12310
314 13299 12788
314 13301 12790
314 13593 13082
315 865 354
315 878 367
315 1007 496
315 1141 630
315 1432 921
315 1539 1028
315 2956 2445
315 3028 2517
315 3118 2607
315 3396 2885
315 3443 2932
315 4175 3664
315 4180 3669
315 4183 3672
315 4956 4445
315 5520 5009
315 5523 5012
315 5535 5024
315 5583 5072
315 5894 5383
315 6555 6044
315 6566 6055
315 6572 6061
315 6997 6486
315 6998 6487
315 7016 6505
315 7017 6506
315 7018 6507
315 7089 6578
315 7126 6615
315 7184 6673
315 7359 6848
315 7578 7067
315 7874 7363
315 7979 7468
315 8107 7596
315 8754 8243
315 9228 8717
315 9468 8957
315 9486 8975
315 10779 10268
315 10838 10327
315 10839 10328
315 10840 10329
315 11488 10977
315 11572 11061
315 11610 11099
315 11769 11258
315 11865 11354
315 11945 11434
315 13297 12786
315 13651 13140
316 1145 634
316 1433 922
316 1580 1069
316 1851 1340
316 2178 1667
316 2490 1979
316 2868 2357
316 2872 2361
316 2884 2373
316 2896 2385
316 2958 2447
316 2961 2450
316 3101 2590
316 3753 3242
316 3769 3258
316 3770 3259
316 4117 3606
316 4542 4031
316 5252 4741
316 5509 4998
316 5678 5167
316 5776 5265
316 5849 5338
316 5910 5399
316 5966 5455
316 5979 5468
316 6336 5825
316 6752 6241
316 6971 6460
316 7891 7380
316 7903 7392
316 8248 7737
316 8434 7923
316 8861 8350
316 8863 8352
316 8874 8363
316 9275 8764
316 9327 8816
316 9645 9134
316 10372 9861
316 10381 9870
316 10639 10128
316 10753 10242
316 10767 10256
316 10783 10272
316 10848 10337
316 11068 10557
316 11306 10795
316 11692 11181
316 12328 11817
316 12558 12047
316 13413 12902
317 671 160
317 674 163
317 675 164
317 687 176
317 1119 608
317 1376 865
317 1655 1144
317 1805 1294
317 2473 1962
317 2677 2166
317 3290 2779
317 3756 3245
317 3757 3246
317 3878 3367
317 4009 3498
317 4115 3604
317 4682 4171
317 4790 4279
317 5043 4532
317 5789 5278
317 5821 5310
317 6026 5515
317 6495 5984
317 6608 6097
317 6609 6098
317 6795 6284
317 7007 6496
317 7931 7420
317 8428 7917
317 8429 7918
317 8489 7978
317 8855 8344
317 8933 8422
317 9085 8574
317 9087 8576
317 9093 8582
317 9349 8838
317 10480 9969
317 10868 10357
317 10869 10358
317 11284 10773
317 11285 10774
317 11666 11155
317 11773 11262
317 11822 11311
317 12500 11989
317 12781 12270
317 12983 12472
317 13395 12884
317 13463 12952
317 13731 13220
317 13815 13304
318 1658 1147
318 1777 1266
318 1778 1267
318 1779 1268
318 1819 1308
318 2251 1740
318 2443 1932
318 2449 1938
318 2585 2074
318 2586 2075
318 2650 2139
318 2673 2162
318 2675 2164
318 3485 2974
318 4248 3737
318 4253 3742
318 4480 3969
318 5045 4534
318 5223 4712
318 5256 4745
318 5257 4746
318 5261 4750
318 5262 4751
318 5911 5400
318 6074 5563
318 6274 5763
318 6492 5981
318 6494 5983
318 6569 6058
318 6834 6323
318 6836 6325
318 7006 6495
318 7473 6962
318 7601 7090
318 8344 7833
318 8750 8239
318 8805 8294
318 9374 8863
318 9386 8875
318 9698 9187
318 10409 9898
318 10448 9937
318 10867 10356
318 11421 10910
318 11424 10913
318 11774 11263
318 11823 11312
318 12057 11546
318 12314 11803
318 12350 11839
318 13434 12923
318 13774 13263
319 691 180
319 1202 691
319 1361 850
319 1827 1316
319 2006 1495
319 2045 1534
319 2063 1552
319 3246 2735
319 3593 3082
319 3798 3287
319 4355 3844
319 4357 3846
319 4371 3860
319 4928 4417
319 5449 4938
319 6123 5612
319 6343 5832
319 6345 5834
319 6726 6215
319 6760 6249
319 6785 6274
319 6849 6338
319 7060 6549
319 7632 7121
319 7651 7140
319 7699 7188
319 8113 7602
319 8570 8059
319 8880 8369
319 9537 9026
319 9634 9123
319 9635 9124
319 10061 9550
319 10363 9852
319 10928 10417
319 10929 10418
319 10930 10419
319 11020 10509
319 11211 10700
319 11400 10889
319 11450 10939
319 11517 11006
319 11518 11007
319 11519 11008
319 11617 11106
319 11916 11405
319 12315 11804
319 12673 12162
319 12688 12177
319 12715 12204
319 13031 12520
319 13782 13271
319 13783 13272
320 807 296
320 808 297
320 1593 1082
320 1742 1231
320 1856 1345
320 2061 1550
320 2062 1551
320 2077 1566
320 2079 1568
320 2200 1689
320 2336 1825
320 3017 2506
320 3192 2681
320 3434 2923
320 3435 2924
320 3951 3440
320 4226 3715
320 5152 4641
320 5153 4642
320 5154 4643
320 5475 4964
320 5476 4965
320 5709 5198
320 7466 6955
320 7775 7264
320 7902 7391
320 8447 7936
320 8513 8002
320 8520 8009
320 9524 9013
320 9525 9014
320 10446 9935
320 10557 10046
320 10558 10047
320 10630 10119
320 10631 10120
320 10685 10174
320 11206 10695
320 11266 10755
320 11267 10756
320 11626 11115
320 11860 11349
320 11861 11350
320 12600 12089
320 12677 12166
320 12678 12167
320 12679 12168
320 12680 12169
320 12683 12172
320 12685 12174
320 12686 12175
320 12692 12181
321 569 58
321 1095 584
321 1247 736
321 1472 961
321 1605 1094
321 1823 1312
321 1933 1422
321 1948 1437
321 2082 1571
321 2158 1647
321 2216 1705
321 2217 1706
321 2218 1707
321 2731 2220
321 3193 2682
321 3388 2877
321 3894 3383
321 4170 3659
321 4301 3790
321 4419 3908
321 4714 4203
321 5157 4646
321 6031 5520
321 6342 5831
321 6512 6001
321 6622 6111
321 7012 6501
321 7409 6898
321 7842 7331
321 8114 7603
321 8752 8241
321 9302 8791
321 9701 9190
321 10104 9593
321 10105 9594
321 10716 10205
321 10806 10295
321 10808 10297
321 10809 10298
321 10812 10301
321 10932 10421
321 11028 10517
321 11386 10875
321 11627 11116
321 11833 11322
321 12302 11791
321 12320 11809
321 12322 11811
321 12514 12003
321 12607 12096
321 13564 13053
321 13735 13224
322 570 59
322 571 60
322 572 61
322 574 63
322 575 64
322 610 99
322 1358 847
322 1693 1182
322 1709 1198
322 2331 1820
322 2379 1868
322 3791 3280
322 3797 3286
322 3806 3295
322 4046 3535
322 4091 3580
322 4120 3609
322 4443 3932
322 4446 3935
322 4632 4121
322 5024 4513
322 5114 4603
322 5228 4717
322 5229 4718
322 5241 4730
322 5722 5211
322 5960 5449
322 6109 5598
322 6344 5833
322 6782 6271
322 7743 7232
322 7984 7473
322 7987 7476
322 8146 7635
322 8893 8382
322 9022 8511
322 9847 9336
322 10062 9551
322 10124 9613
322 10169 9658
322 10688 10177
322 10931 10420
322 11071 10560
322 11516 11005
322 11789 11278
322 11796 11285
322 11979 11468
322 12448 11937
322 12511 12000
322 12556 12045
322 13254 12743
322 13572 13061
323 594 83
323 908 397
323 944 433
323 1243 732
323 1589 1078
323 1689 1178
323 1695 1184
323 1697 1186
323 2948 2437
323 3238 2727
323 3389 2878
323 3690 3179
323 4016 3505
323 4161 3650
323 4418 3907
323 4811 4300
323 4884 4373
323 5110 4599
323 5278 4767
323 5958 5447
323 5959 5448
323 6088 5577
323 6090 5579
323 6107 5596
323 6421 5910
323 6792 6281
323 7043 6532
323 7072 6561
323 7351 6840
323 7352 6841
323 7848 7337
323 7932 7421
323 8436 7925
323 8462 7951
323 8463 7952
323 9571 9060
323 9573 9062
323 9695 9184
323 9795 9284
323 10288 9777
323 10329 9818
323 10649 10138
323 10807 10296
323 11226 10715
323 11367 10856
323 11981 11470
323 12181 11670
323 12457 11946
323 12682 12171
323 12944 12433
323 13008 12497
323 13762 13251
324 1081 570
324 2165 1654
324 2333 1822
324 2581 2070
324 2947 2436
324 3634 3123
324 3641 3130
324 3793 3282
324 4593 4082
324 5207 4696
324 5675 5164
324 5886 5375
324 6116 5605
324 6310 5799
324 7661 7150
324 7737 7226
324 7841 7330
324 7986 7475
324 8266 7755
324 8671 8160
324 9153 8642
324 9523 9012
324 9602 9091
324 9603 9092
324 9636 9125
324 10034 9523
324 10052 9541
324 10058 9547
324 10123 9612
324 10147 9636
324 10178 9667
324 10450 9939
324 10628 10117
324 10643 10132
324 10650 10139
324 10895 10384
324 10908 10397
324 11138 10627
324 11139 10628
324 11465 10954
324 11472 10961
324 11806 11295
324 12017 11506
324 12036 11525
324 12311 11800
324 12313 11802
324 12535 12024
324 12693 12182
324 12915 12404
324 13396 12885
324 13689 13178
324 13691 13180
325 1395 884
325 1396 885
325 1397 886
325 1843 1332
325 2969 2458
325 2970 2459
325 2971 2460
325 3207 2696
325 4050 3539
325 4272 3761
325 4540 4029
325 5055 4544
325 6155 5644
325 6156 5645
325 6433 5922
325 7048 6537
325 7049 6538
325 7050 6539
325 7052 6541
325 7069 6558
325 7071 6560
325 7929 7418
325 8236 7725
325 8237 7726
325 8238 7727
325 8259 7748
325 9572 9061
325 9686 9175
325 9866 9355
325 10060 9549
325 10340 9829
325 10341 9830
325 10342 9831
325 10664 10153
325 10665 10154
325 10666 10155
325 10849 10338
325 10850 10339
325 10934 10423
325 10935 10424
325 11120 10609
325 11411 10900
325 11569 11058
325 11713 11202
325 11978 11467
325 12223 11712
325 12224 11713
325 12225 11714
325 12416 11905
325 12533 12022
325 12581 12070
325 12913 12402
326 967 456
326 1366 855
326 1947 1436
326 2734 2223
326 2736 2225
326 2738 2227
326 2739 2228
326 2740 2229
326 2895 2384
326 3249 2738
326 3387 2876
326 3536 3025
326 3547 3036
326 3559 3048
326 3788 3277
326 3792 3281
326 3794 3283
326 3795 3284
326 3796 3285
326 4069 3558
326 4358 3847
326 4359 3848
326 4711 4200
326 5790 5279
326 5957 5446
326 6087 5576
326 6432 5921
326 6626 6115
326 6725 6214
326 7928 7417
326 7930 7419
326 7950 7439
326 8110 7599
326 8197 7686
326 8198 7687
326 9154 8643
326 9532 9021
326 9542 9031
326 9842 9331
326 9867 9356
326 9953 9442
326 10645 10134
326 10648 10137
326 11126 10615
326 11264 10753
326 11766 11255
326 11795 11284
326 12529 12018
326 12583 12072
326 12694 12183
326 12972 12461
326 13728 13217
327 513 2
327 755 244
327 1031 520
327 1044 533
327 1284 773
327 1285 774
327 1286 775
327 1287 776
327 1481 970
327 1813 1302
327 1814 1303
327 2353 1842
327 3606 3095
327 3747 3236
327 4325 3814
327 5082 4571
327 5657 5146
327 5664 5153
327 5665 5154
327 5667 5156
327 5668 5157
327 5763 5252
327 6190 5679
327 6212 5701
327 6304 5793
327 6729 6218
327 7108 6597
327 7872 7361
327 8594 8083
327 8879 8368
327 9387 8876
327 9527 9016
327 9528 9017
327 9582 9071
327 9685 9174
327 9687 9176
327 9728 9217
327 9773 9262
327 9887 9376
327 10190 9679
327 10269 9758
327 10468 9957
327 10746 10235
327 11080 10569
327 11344 10833
327 11982 11471
327 12027 11516
327 12323 11812
327 12898 12387
327 13386 12875
327 13620 13109
327 13622 13111
328 541 30
328 680 169
328 756 245
328 942 431
328 1453 942
328 1462 951
328 1473 962
328 1559 1048
328 2175 1664
328 2692 2181
328 2693 2182
328 2915 2404
328 3252 2741
328 3400 2889
328 3432 2921
328 3763 3252
328 3939 3428
328 4307 3796
328 4541 4030
328 4993 4482
328 5006 4495
328 5201 4690
328 5270 4759
328 5287 4776
328 5913 5402
328 5964 5453
328 6027 5516
328 6070 5559
328 6311 5800
328 6567 6056
328 6773 6262
328 7384 6873
328 7641 7130
328 7839 7328
328 8409 7898
328 8410 7899
328 9000 8489
328 9002 8491
328 9293 8782
328 10138 9627
328 10531 10020
328 10540 10029
328 11539 11028
328 12010 11499
328 12011 11500
328 12218 11707
328 12588 12077
328 12916 12405
328 13358 12847
328 13804 13293
328 13806 13295
328 13809 13298
329 1092 581
329 1524 1013
329 1674 1163
329 2176 1665
329 2323 1812
329 2498 1987
329 2536 2025
329 2696 2185
329 3111 2600
329 3320 2809
329 3404 2893
329 3640 3129
329 3700 3189
329 3772 3261
329 4442 3931
329 4874 4363
329 4952 4441
329 5100 4589
329 5349 4838
329 5586 5075
329 6589 6078
329 6590 6079
329 6886 6375
329 7221 6710
329 7223 6712
329 7344 6833
329 7883 7372
329 8718 8207
329 9088 8577
329 9099 8588
329 9100 8589
329 9122 8611
329 9421 8910
329 9732 9221
329 9899 9388
329 10277 9766
329 10382 9871
329 10611 10100
329 10679 10168
329 10680 10169
329 10681 10170
329 10853 10342
329 11086 10575
329 12115 11604
329 12912 12401
329 12919 12408
329 13025 12514
329 13026 12515
329 13152 12641
329 13199 12688
329 13307 12796
329 13577 13066
330 1891 1380
330 1894 1383
330 1941 1430
330 1963 1452
330 2101 1590
330 2212 1701
330 2254 1743
330 2478 1967
330 2482 1971
330 2668 2157
330 3321 2810
330 3431 2920
330 4259 3748
330 4729 4218
330 5236 4725
330 5248 4737
330 6023 5512
330 6025 5514
330 6113 5602
330 6121 5610
330 6125 5614
330 6256 5745
330 6444 5933
330 7166 6655
330 7224 6713
330 7494 6983
330 7741 7230
330 7885 7374
330 7989 7478
330 8574 8063
330 8897 8386
330 9124 8613
330 9518 9007
330 10045 9534
330 10414 9903
330 11076 10565
330 11473 10962
330 11474 10963
330 11475 10964
330 11478 10967
330 11479 10968
330 11480 10969
330 11799 11288
330 12040 11529
330 12060 11549
330 12064 11553
330 12201 11690
330 12895 12384
330 13369 12858
330 13528 13017
330 13574 13063
330 13629 13118
331 861 350
331 1222 711
331 1374 863
331 1441 930
331 2641 2130
331 2993 2482
331 2995 2484
331 3338 2827
331 3339 2828
331 3403 2892
331 3605 3094
331 4296 3785
331 4319 3808
331 5213 4702
331 5496 4985
331 5658 5147
331 5663 5152
331 5669 5158
331 5671 5160
331 5696 5185
331 6536 6025
331 6537 6026
331 6538 6027
331 6543 6032
331 6675 6164
331 6884 6373
331 6959 6448
331 6960 6449
331 6961 6450
331 7149 6638
331 9199 8688
331 9533 9022
331 9534 9023
331 9538 9027
331 9601 9090
331 9737 9226
331 10267 9756
331 10366 9855
331 10656 10145
331 11786 11275
331 11787 11276
331 12095 11584
331 12712 12201
331 12974 12463
331 12981 12470
331 13076 12565
331 13162 12651
331 13168 12657
331 13169 12658
331 13401 12890
331 13444 12933
331 13469 12958
332 943 432
332 1045 534
332 1046 535
332 1203 692
332 1325 814
332 1417 906
332 1694 1183
332 2322 1811
332 2324 1813
332 2875 2364
332 2991 2480
332 3058 2547
332 3745 3234
332 4428 3917
332 4539 4028
332 5717 5206
332 5819 5308
332 6127 5616
332 6289 5778
332 6299 5788
332 6417 5906
332 6418 5907
332 6673 6162
332 6696 6185
332 6798 6287
332 6864 6353
332 7096 6585
332 7144 6633
332 7227 6716
332 7247 6736
332 8178 7667
332 8227 7716
332 9072 8561
332 9592 9081
332 10109 9598
332 10423 9912
332 10547 10036
332 11310 10799
332 11561 11050
332 11782 11271
332 11868 11357
332 11986 11475
332 12188 11677
332 12441 11930
332 12640 12129
332 13216 12705
332 13251 12740
332 13540 13029
332 13542 13031
332 13543 13032
332 13635 13124
332 13637 13126
333 1038 527
333 1494 983
333 1495 984
333 1497 986
333 1680 1169
333 1760 1249
333 1914 1403
333 1958 1447
333 2103 1592
333 2879 2368
333 3384 2873
333 3653 3142
333 3655 3144
333 3813 3302
333 4232 3721
333 4392 3881
333 4393 3882
333 4396 3885
333 4399 3888
333 4401 3890
333 4403 3892
333 4405 3894
333 5086 4575
333 5839 5328
333 6106 5595
333 6115 5604
333 6349 5838
333 6517 6006
333 7812 7301
333 8317 7806
333 8384 7873
333 8960 8449
333 9017 8506
333 9337 8826
333 9579 9068
333 9726 9215
333 9794 9283
333 9885 9374
333 10525 10014
333 10739 10228
333 10927 10416
333 11452 10941
333 11453 10942
333 11455 10944
333 11719 11208
333 12061 11550
333 12280 11769
333 12372 11861
333 12665 12154
333 13129 12618
333 13208 12697
333 13776 13265
334 830 319
334 1091 580
334 1351 840
334 1573 1062
334 2005 1494
334 2258 1747
334 2452 1941
334 2508 1997
334 2589 2078
334 2698 2187
334 2760 2249
334 2921 2410
334 3652 3141
334 3895 3384
334 3922 3411
334 4330 3819
334 5175 4664
334 5948 5437
334 6060 5549
334 6061 5550
334 6298 5787
334 6629 6118
334 6838 6327
334 7393 6882
334 7713 7202
334 7779 7268
334 7786 7275
334 8947 8436
334 9292 8781
334 9465 8954
334 9511 9000
334 9581 9070
334 9584 9073
334 9589 9078
334 9771 9260
334 9776 9265
334 10398 9887
334 10545 10034
334 10686 10175
334 10873 10362
334 11198 10687
334 11826 11315
334 11913 11402
334 12222 11711
334 12229 11718
334 12312 11801
334 12410 11899
334 12439 11928
334 13024 12513
334 13053 12542
334 13256 12745
334 13375 12864
335 930 419
335 1327 816
335 1636 1125
335 1637 1126
335 1656 1145
335 1715 1204
335 1996 1485
335 2653 2142
335 2992 2481
335 3063 2552
335 3117 2606
335 3309 2798
335 3516 3005
335 3846 3335
335 4306 3795
335 4877 4366
335 4883 4372
335 5125 4614
335 5199 4688
335 5567 5056
335 5635 5124
335 5932 5421
335 6234 5723
335 6237 5726
335 6238 5727
335 6239 5728
335 6634 6123
335 7395 6884
335 7622 7111
335 7810 7299
335 8381 7870
335 8426 7915
335 8524 8013
335 8898 8387
335 9929 9418
335 10365 9854
335 10687 10176
335 10691 10180
335 10925 10414
335 11194 10683
335 11239 10728
335 11281 10770
335 11393 10882
335 11788 11277
335 12434 11923
335 12497 11986
335 12499 11988
335 12565 12054
335 12698 12187
335 12902 12391
335 13429 12918
335 13522 13011
335 13788 13277
336 1676 1165
336 2332 1821
336 4196 3685
336 4366 3855
336 4940 4429
336 5244 4733
336 5568 5057
336 6086 5575
336 6118 5607
336 6341 5830
336 6535 6024
336 6639 6128
336 6797 6286
336 7242 6731
336 7244 6733
336 7256 6745
336 7258 6747
336 7260 6749
336 7633 7122
336 7698 7187
336 8101 7590
336 8105 7594
336 8196 7685
336 8481 7970
336 8770 8259
336 8771 8260
336 9516 9005
336 9526 9015
336 9536 9025
336 9851 9340
336 10172 9661
336 10323 9812
336 10663 10152
336 10904 10393
336 11017 10506
336 11714 11203
336 11715 11204
336 11980 11469
336 12211 11700
336 12214 11703
336 12455 11944
336 12527 12016
336 12530 12019
336 12531 12020
336 12554 12043
336 13027 12516
336 13085 12574
336 13086 12575
336 13417 12906
336 13418 12907
336 13675 13164
336 13773 13262
337 852 341
337 1430 919
337 1951 1440
337 2299 1788
337 3136 2625
337 3175 2664
337 3176 2665
337 3931 3420
337 4179 3668
337 4294 3783
337 4318 3807
337 4360 3849
337 4607 4096
337 5374 4863
337 5396 4885
337 5398 4887
337 5443 4932
337 5503 4992
337 5574 5063
337 7193 6682
337 7196 6685
337 7197 6686
337 7652 7141
337 7875 7364
337 7988 7477
337 8458 7947
337 8986 8475
337 9027 8516
337 9040 8529
337 9223 8712
337 9931 9420
337 10519 10008
337 10836 10325
337 10841 10330
337 11061 10550
337 11269 10758
337 11300 10789
337 11414 10903
337 11892 11381
337 11949 11438
337 12344 11833
337 12345 11834
337 12346 11835
337 12356 11845
337 12365 11854
337 12488 11977
337 12498 11987
337 12999 12488
337 13000 12489
337 13145 12634
337 13437 12926
337 13468 12957
338 1425 914
338 1435 924
338 1438 927
338 1757 1246
338 2730 2219
338 2876 2365
338 3119 2608
338 3146 2635
338 3151 2640
338 3500 2989
338 3720 3209
338 4293 3782
338 4594 4083
338 4816 4305
338 5059 4548
338 5061 4550
338 5197 4686
338 5240 4729
338 5249 4738
338 5251 4740
338 5395 4884
338 5945 5434
338 5946 5435
338 5947 5436
338 7051 6540
338 7281 6770
338 7876 7365
338 8059 7548
338 8192 7681
338 8846 8335
338 8847 8336
338 9335 8824
338 9954 9443
338 10274 9763
338 10290 9779
338 10581 10070
338 11051 10540
338 11062 10551
338 11063 10552
338 11287 10776
338 11343 10832
338 11721 11210
338 11732 11221
338 12078 11567
338 12235 11724
338 12282 11771
338 12353 11842
338 12671 12160
338 12868 12357
338 12948 12437
338 13589 13078
338 13655 13144
339 1962 1451
339 2108 1597
339 2235 1724
339 2301 1790
339 2346 1835
339 2357 1846
339 2439 1928
339 2808 2297
339 2924 2413
339 3487 2976
339 3784 3273
339 3944 3433
339 4109 3598
339 4132 3621
339 4314 3803
339 4322 3811
339 4513 4002
339 4614 4103
339 5655 5144
339 5686 5175
339 5834 5323
339 5857 5346
339 5874 5363
339 6148 5637
339 6617 6106
339 6618 6107
339 6688 6177
339 7831 7320
339 7859 7348
339 7991 7480
339 8010 7499
339 8203 7692
339 8326 7815
339 8329 7818
339 8667 8156
339 9475 8964
339 9476 8965
339 9487 8976
339 9608 9097
339 9746 9235
339 10788 10277
339 10956 10445
339 11065 10554
339 11137 10626
339 11483 10972
339 11618 11107
339 11779 11268
339 12191 11680
339 12650 12139
339 12689 12178
339 13147 12636
339 13485 12974
340 1088 577
340 1142 631
340 1959 1448
340 2046 1535
340 2107 1596
340 2109 1598
340 2298 1787
340 2359 1848
340 2610 2099
340 2611 2100
340 2612 2101
340 2804 2293
340 2813 2302
340 2883 2372
340 2888 2377
340 3042 2531
340 3789 3278
340 3790 3279
340 3884 3373
340 4210 3699
340 4608 4097
340 5216 4705
340 5360 4849
340 5365 4854
340 5524 5013
340 6430 5919
340 6619 6108
340 6624 6113
340 7188 6677
340 7212 6701
340 7213 6702
340 7214 6703
340 7215 6704
340 7216 6705
340 7217 6706
340 7225 6714
340 7226 6715
340 7773 7262
340 8204 7693
340 9180 8669
340 10822 10311
340 10827 10316
340 11048 10537
340 11668 11157
340 11887 11376
340 11888 11377
340 12257 11746
340 12259 11748
340 12319 11808
340 12667 12156
340 13143 12632
340 13154 12643
341 1340 829
341 1508 997
341 1610 1099
341 2809 2298
341 2810 2299
341 2922 2411
341 2923 2412
341 3330 2819
341 3548 3037
341 3549 3038
341 4182 3671
341 4565 4054
341 5386 4875
341 5387 4876
341 5389 4878
341 5519 5008
341 5681 5170
341 5683 5172
341 5888 5377
341 6333 5822
341 7088 6577
341 7201 6690
341 7824 7313
341 7838 7327
341 7993 7482
341 7997 7486
341 8199 7688
341 8757 8246
341 9220 8709
341 9224 8713
341 9225 8714
341 9300 8789
341 9301 8790
341 9328 8817
341 9558 9047
341 9562 9051
341 9814 9303
341 9815 9304
341 10765 10254
341 10768 10257
341 10770 10259
341 10780 10269
341 10781 10270
341 10786 10275
341 10972 10461
341 11634 11123
341 11662 11151
341 11689 11178
341 11706 11195
341 12419 11908
341 12675 12164
341 13831 13320
342 1418 907
342 1423 912
342 1426 915
342 1855 1344
342 2201 1690
342 2432 1921
342 2587 2076
342 3141 2630
342 3154 2643
342 3553 3042
342 3594 3083
342 4362 3851
342 4394 3883
342 4402 3891
342 4618 4107
342 4815 4304
342 4817 4306
342 4818 4307
342 5388 4877
342 6102 5591
342 6112 5601
342 6661 6150
342 6662 6151
342 6663 6152
342 6664 6153
342 6670 6159
342 6671 6160
342 6672 6161
342 6674 6163
342 6676 6165
342 6677 6166
342 6682 6171
342 6683 6172
342 8191 7680
342 8251 7740
342 8993 8482
342 9115 8604
342 11129 10618
342 11425 10914
342 11427 10916
342 11431 10920
342 11468 10957
342 11672 11161
342 11840 11329
342 11976 11465
342 12629 12118
342 13660 13149
342 13661 13150
342 13665 13154
342 13670 13159
342 13672 13161
342 13673 13162
343 1009 498
343 1422 911
343 1507 996
343 1546 1035
343 1547 1036
343 1552 1041
343 1553 1042
343 3271 2760
343 3501 2990
343 3502 2991
343 3520 3009
343 3595 3084
343 3673 3162
343 3924 3413
343 4363 3852
343 4447 3936
343 5027 4516
343 5491 4980
343 6515 6004
343 7180 6669
343 7185 6674
343 7186 6675
343 7194 6683
343 7195 6684
343 7360 6849
343 7361 6850
343 8335 7824
343 9025 8514
343 10291 9780
343 10293 9782
343 10595 10084
343 10614 10103
343 10661 10150
343 11145 10634
343 11229 10718
343 11230 10719
343 11231 10720
343 11233 10722
343 11234 10723
343 11235 10724
343 11236 10725
343 11238 10727
343 11242 10731
343 11244 10733
343 11245 10734
343 11391 10880
343 11702 11191
343 11711 11200
343 12160 11649
343 12644 12133
343 12967 12456
343 12968 12457
344 607 96
344 998 487
344 1227 716
344 1303 792
344 1557 1046
344 1581 1070
344 1801 1290
344 1809 1298
344 1810 1299
344 1815 1304
344 2414 1903
344 2415 1904
344 2638 2127
344 2874 2363
344 3114 2603
344 3378 2867
344 3498 2987
344 3619 3108
344 3674 3163
344 3691 3180
344 5042 4531
344 5164 4653
344 5165 4654
344 5171 4660
344 5172 4661
344 5174 4663
344 5313 4802
344 5692 5181
344 6295 5784
344 6957 6446
344 6958 6447
344 7110 6599
344 7379 6868
344 8984 8473
344 8989 8478
344 8990 8479
344 8991 8480
344 9247 8736
344 9564 9053
344 9670 9159
344 9777 9266
344 10165 9654
344 11487 10976
344 11562 11051
344 11891 11380
344 12233 11722
344 12443 11932
344 12451 11940
344 12866 12355
344 13350 12839
344 13527 13016
344 13588 13077
345 849 338
345 863 352
345 1429 918
345 1434 923
345 1436 925
345 1437 926
345 1439 928
345 1490 979
345 1582 1071
345 2769 2258
345 2772 2261
345 2773 2262
345 3239 2728
345 3472 2961
345 3495 2984
345 4511 4000
345 5254 4743
345 5923 5412
345 5925 5414
345 5927 5416
345 5928 5417
345 5929 5418
345 5930 5419
345 5931 5420
345 5934 5423
345 5936 5425
345 5937 5426
345 5938 5427
345 5939 5428
345 5940 5429
345 5943 5432
345 5949 5438
345 5950 5439
345 5952 5441
345 5955 5444
345 5956 5445
345 8420 7909
345 9011 8500
345 9024 8513
345 9028 8517
345 9298 8787
345 9822 9311
345 10212 9701
345 10653 10142
345 11311 10800
345 11436 10925
345 11931 11420
345 12474 11963
345 12475 11964
345 12627 12116
345 13374 12863
345 13514 13003
346 854 343
346 857 346
346 1431 920
346 2072 1561
346 2157 1646
346 2233 1722
346 2413 1902
346 2418 1907
346 2770 2259
346 2814 2303
346 3240 2729
346 3442 2931
346 3503 2992
346 3504 2993
346 4424 3913
346 4449 3938
346 4598 4087
346 4599 4088
346 4613 4102
346 4619 4108
346 4639 4128
346 5490 4979
346 5691 5180
346 5922 5411
346 5933 5422
346 5935 5424
346 5941 5430
346 5953 5442
346 5954 5443
346 7482 6971
346 8013 7502
346 8545 8034
346 8994 8483
346 9076 8565
346 9778 9267
346 9780 9269
346 9825 9314
346 10033 9522
346 10561 10050
346 10816 10305
346 10846 10335
346 11260 10749
346 11340 10829
346 11426 10915
346 11437 10926
346 11438 10927
346 11638 11127
346 11641 11130
346 11665 11154
346 11975 11464
346 12239 11728
346 13708 13197
347 1537 1026
347 1629 1118
347 1630 1119
347 1634 1123
347 1635 1124
347 2364 1853
347 3258 2747
347 3260 2749
347 3311 2800
347 3491 2980
347 3676 3165
347 3705 3194
347 3903 3392
347 4174 3663
347 4346 3835
347 4400 3889
347 4450 3939
347 4452 3941
347 5030 4519
347 5754 5243
347 5768 5257
347 6531 6020
347 6573 6062
347 6690 6179
347 7165 6654
347 7182 6671
347 7189 6678
347 7190 6679
